Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,Month,Year,Day,Day_of_Week,Age_Range,Total_Spend,Total_Purchase
Graduation,Single,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,1,0,SP,83528.0,May,2014,1,Thur,80-89,1650,23
Graduation,Together,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,SP,90300.0,Jan,2014,3,Fri,40-49,1738,19
Master,Single,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,SA,68092.0,Dec,2013,16,Mon,40-49,1281,20
Master,Married,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,AUS,53761.0,Oct,2013,11,Fri,80-89,325,17
Graduation,Married,1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,SP,52845.0,Aug,2013,13,Tue,40-49,936,25
Graduation,Married,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,SP,24027.0,Jun,2013,9,Sun,40-49,48,7
2n Cycle,Together,1,0,7,2,8,11,3,8,21,4,3,2,2,7,0,0,0,0,0,0,0,IND,7500.0,May,2013,7,Tue,40-49,53,11
Graduation,Together,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,SP,42586.0,Oct,2012,29,Mon,60-69,252,16
Graduation,Together,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,SP,42586.0,Oct,2012,29,Mon,60-69,252,16
Basic,Together,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,1,0,SP,9722.0,Oct,2012,2,Tue,40-49,103,11
PhD,Married,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,1,0,SP,86836.0,Sep,2012,12,Wed,40-49,557,23
Graduation,Married,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,CA,30467.0,Mar,2014,19,Wed,80-89,24,4
PhD,Married,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,SA,54549.0,Mar,2014,3,Mon,80-89,233,12
Graduation,Together,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,1,0,SA,19444.0,Feb,2014,22,Sat,80-89,54,10
Master,Together,0,1,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,0,SA,69245.0,Jan,2014,24,Fri,60-69,843,23
PhD,Divorced,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,1,0,SP,72968.0,Dec,2013,16,Mon,50-59,1958,19
Graduation,Married,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,48686.0,Dec,2013,4,Wed,60-69,20,4
Graduation,Married,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,1,0,SA,73687.0,Nov,2013,28,Thur,30-39,1627,22
PhD,Single,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,CA,82716.0,Nov,2013,5,Tue,70-79,1167,28
2n Cycle,Married,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,GER,35523.0,Oct,2013,3,Thur,40-49,66,8
PhD,Divorced,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,SA,60554.0,Aug,2013,9,Fri,40-49,811,23
Graduation,Together,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,0,SA,64090.0,Aug,2013,7,Wed,60-69,797,20
Graduation,Single,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,SP,61559.0,Jul,2013,17,Wed,50-59,530,17
PhD,Widow,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,1,0,SP,71670.0,Jul,2013,9,Tue,80-89,1766,15
PhD,Widow,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,AUS,67680.0,Jun,2013,11,Tue,70-79,606,19
Graduation,Married,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,SP,54386.0,May,2013,17,Fri,40-49,470,17
PhD,Single,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,AUS,64108.0,Mar,2013,23,Sat,60-69,1099,30
PhD,Together,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,SP,69702.0,Feb,2013,19,Tue,70-79,1039,26
Graduation,Single,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,SA,47958.0,Jan,2013,19,Sat,80-89,407,16
Graduation,Married,0,1,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,0,CA,67716.0,Jan,2013,10,Thur,60-69,1016,28
Graduation,Together,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,SP,34600.0,Jan,2013,1,Tue,50-59,318,17
Graduation,Together,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,SP,34600.0,Jan,2013,1,Tue,50-59,318,17
Graduation,Married,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,1,0,SP,48752.0,Dec,2012,12,Wed,50-59,316,17
2n Cycle,Married,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,0,1,SA,15716.0,Nov,2012,12,Mon,30-39,92,10
PhD,Divorced,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,1,0,AUS,46610.0,Oct,2012,29,Mon,80-89,302,17
Graduation,Married,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,GER,74985.0,Sep,2012,11,Tue,40-49,1869,17
PhD,Single,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,1,0,SP,45576.0,May,2014,28,Wed,70-79,145,8
PhD,Single,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,SP,113734.0,May,2014,28,Wed,70-79,277,27
Graduation,Single,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0,SA,57100.0,May,2014,18,Sun,30-39,311,14
Graduation,Married,2,0,9,3,2,8,20,0,17,2,2,1,2,7,0,0,0,0,0,0,0,IND,24434.0,May,2014,18,Sun,80-89,50,7
PhD,Married,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,1,0,SP,37126.0,Mar,2014,30,Sun,50-59,72,6
Graduation,Single,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,AUS,45160.0,Mar,2014,29,Sat,60-69,21,4
Graduation,Together,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,SP,33178.0,Jan,2014,30,Thur,40-49,49,5
Master,Widow,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,CA,64866.0,Jan,2014,26,Sun,70-79,556,21
Master,Together,0,1,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,CA,34176.0,Jan,2014,22,Wed,40-49,28,5
Master,Single,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,SP,50014.0,Jan,2014,22,Wed,50-59,396,15
Graduation,Married,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,AUS,92344.0,Jan,2014,15,Wed,70-79,1899,20
Master,Divorced,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,SP,55282.0,Dec,2013,13,Fri,50-59,235,11
PhD,Divorced,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,SP,48799.0,Nov,2013,5,Tue,50-59,331,15
PhD,Married,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,SP,84169.0,Aug,2013,7,Wed,80-89,1919,20
PhD,Married,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,SA,84169.0,Aug,2013,7,Wed,80-89,1919,20
Master,Single,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1,0,SP,39763.0,Aug,2013,4,Sun,50-59,167,10
PhD,Divorced,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,CA,74165.0,May,2013,1,Wed,40-49,1293,20
Graduation,Single,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,1,0,GER,42720.0,Apr,2013,24,Wed,50-59,654,25
Graduation,Married,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,SP,65275.0,Apr,2013,3,Wed,70-79,746,21
Graduation,Married,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,SP,36443.0,Feb,2013,3,Sun,60-69,138,11
Master,Together,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,1,0,SA,43776.0,Feb,2013,3,Sun,80-89,275,17
Graduation,Together,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,1,0,GER,56046.0,Jan,2013,2,Wed,50-59,692,21
Graduation,Married,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,CA,65148.0,Nov,2012,16,Fri,60-69,1115,21
Graduation,Divorced,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,SP,49431.0,Aug,2012,3,Fri,60-69,365,15
PhD,Together,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,32583.0,Jun,2014,15,Sun,60-69,9,4
Master,Single,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,1,0,SP,16653.0,Apr,2014,18,Fri,40-49,69,9
2n Cycle,Together,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,SP,26850.0,Apr,2014,18,Fri,50-59,63,11
Graduation,Married,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,SP,51287.0,Apr,2014,1,Tue,50-59,182,11
2n Cycle,Married,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,SP,43050.0,Mar,2014,18,Tue,40-49,76,8
Graduation,Married,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,CA,73448.0,Feb,2014,10,Mon,50-59,725,19
Basic,Married,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,US,17256.0,Nov,2013,23,Sat,80-89,62,7
Graduation,Single,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,0,SA,86429.0,Nov,2013,21,Thur,60-69,1449,18
PhD,Married,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,1,0,SP,33569.0,Oct,2013,16,Wed,30-39,63,5
2n Cycle,Together,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,CA,25130.0,Oct,2013,2,Wed,40-49,50,7
Graduation,Married,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,CA,62998.0,Sep,2013,30,Mon,80-89,463,19
2n Cycle,Together,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,SP,26907.0,Aug,2013,20,Tue,40-49,22,6
2n Cycle,Together,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,AUS,26907.0,Aug,2013,20,Tue,40-49,22,6
PhD,Married,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,SP,45579.0,Aug,2013,20,Tue,70-79,183,10
Graduation,Together,0,1,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,0,CA,47320.0,Aug,2013,1,Thur,60-69,414,20
PhD,Divorced,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,SA,70179.0,Jul,2013,21,Sun,40-49,1034,26
PhD,Divorced,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,US,70179.0,Jul,2013,21,Sun,40-49,1034,26
Master,Married,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,CA,28072.0,Jul,2013,8,Mon,30-39,47,5
Graduation,Married,1,1,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,1,0,IND,50501.0,Jun,2013,18,Tue,60-69,500,20
Graduation,Together,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,SA,58917.0,Mar,2013,24,Sun,50-59,282,16
Graduation,Together,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,1,0,CA,69372.0,Feb,2013,19,Tue,70-79,1381,21
Master,Married,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,SP,35178.0,Jan,2013,10,Thur,50-59,59,5
Master,Married,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,AUS,35178.0,Jan,2013,10,Thur,50-59,59,5
Graduation,Divorced,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,0,SP,75693.0,Dec,2012,6,Thur,50-59,1442,22
Graduation,Married,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,US,69109.0,Nov,2012,9,Fri,80-89,1555,20
Graduation,Married,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,SP,69109.0,Nov,2012,9,Fri,80-89,1555,20
Graduation,Together,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,SP,80134.0,Feb,2014,14,Fri,20-29,1378,21
Graduation,Divorced,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,1,0,AUS,64713.0,Feb,2014,7,Fri,50-59,602,19
Graduation,Divorced,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,SP,41411.0,Dec,2013,7,Sat,30-39,139,8
Graduation,Married,1,0,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,0,US,52247.25135379061,Nov,2013,15,Fri,30-39,19,4
PhD,Single,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,1,0,SP,55521.0,Oct,2013,22,Tue,60-69,446,24
Master,Together,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,0,SP,43795.0,Oct,2013,16,Wed,50-59,492,17
Graduation,Together,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,SA,22070.0,Oct,2013,4,Fri,50-59,67,8
Master,Married,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,GER,36408.0,Sep,2013,21,Sat,70-79,22,4
Graduation,Together,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,CA,34026.0,Aug,2013,5,Mon,70-79,76,9
Graduation,Together,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,SP,34026.0,Aug,2013,5,Mon,70-79,76,9
Graduation,Married,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,0,SP,46049.0,Jul,2013,21,Sun,40-49,515,26
Master,Married,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,0,SA,35641.0,Jul,2013,14,Sun,80-89,178,10
2n Cycle,Together,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,SA,32414.0,Jul,2013,4,Thur,30-39,52,5
PhD,Married,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,SA,59821.0,Apr,2013,12,Fri,60-69,734,26
Graduation,Married,1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,SA,34968.0,Apr,2013,10,Wed,40-49,221,17
PhD,Married,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,SP,56320.0,Apr,2013,8,Mon,50-59,702,21
Master,Married,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,SP,70091.0,Mar,2013,31,Sun,50-59,1161,19
Graduation,Together,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,SA,46097.0,Mar,2013,31,Sun,60-69,241,15
PhD,Divorced,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,SA,41003.0,Mar,2013,17,Sun,50-59,601,17
Graduation,Together,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,SP,44911.0,Mar,2013,15,Fri,60-69,215,12
Graduation,Single,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,AUS,33249.0,Feb,2013,20,Wed,40-49,112,8
Graduation,Single,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,SP,33249.0,Feb,2013,20,Wed,40-49,112,8
PhD,Divorced,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,CA,42873.0,Jan,2013,21,Mon,70-79,269,15
PhD,Married,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,AUS,51039.0,Dec,2012,10,Mon,50-59,417,14
PhD,Together,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,SP,78952.0,Sep,2012,24,Mon,60-69,2092,21
Master,Divorced,1,1,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,1,0,CA,29435.0,Aug,2012,6,Mon,50-59,180,11
Graduation,Divorced,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,SA,79865.0,Jun,2014,18,Wed,60-69,792,21
Graduation,Single,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,IND,34176.0,May,2014,12,Mon,30-39,89,11
PhD,Together,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,CA,65968.0,May,2014,12,Mon,50-59,495,18
Master,Single,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,SA,86424.0,Apr,2014,5,Sat,60-69,1226,28
Graduation,Divorced,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,SP,67272.0,Dec,2013,21,Sat,50-59,733,23
Graduation,Single,0,0,12,912,72,170,47,36,97,1,11,3,4,4,0,0,1,0,0,1,0,CA,78499.0,Nov,2013,23,Sat,60-69,1334,19
Graduation,Together,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,SP,77044.0,Oct,2013,27,Sun,80-89,1065,31
Graduation,Single,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,1,0,ME,70515.0,Oct,2013,21,Mon,20-29,1258,17
Master,Together,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,0,SP,17459.0,Sep,2013,19,Thur,40-49,69,9
PhD,Married,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,SP,80336.0,Sep,2013,9,Mon,50-59,1052,25
Graduation,Married,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP,15759.0,Sep,2013,5,Thur,60-69,17,4
2n Cycle,Together,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,0,1,GER,26326.0,Sep,2013,4,Wed,40-49,18,4
Graduation,Together,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,SP,62061.0,Aug,2013,31,Sat,40-49,800,24
Graduation,Married,0,1,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,0,IND,5305.0,Jul,2013,30,Tue,40-49,32,1
Master,Single,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,AUS,75777.0,Jul,2013,4,Thur,80-89,1438,21
Master,Single,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,IND,75777.0,Jul,2013,4,Thur,80-89,1438,21
Master,Together,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,SP,71499.0,Jun,2013,25,Tue,50-59,795,26
PhD,Single,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,1,0,GER,31626.0,May,2013,10,Fri,40-49,86,6
Master,Together,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,SA,42670.0,Apr,2013,27,Sat,80-89,241,11
Graduation,Single,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,0,SP,83917.0,Apr,2013,18,Thur,40-49,1587,21
Master,Together,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,0,SA,41021.0,Dec,2012,30,Sun,50-59,64,7
Graduation,Married,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,1,0,SP,79456.0,Aug,2012,22,Wed,60-69,1401,16
Master,Divorced,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,1,0,SP,78789.0,Aug,2012,8,Wed,40-49,1754,16
PhD,Married,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,SP,50870.0,Jun,2014,19,Thur,80-89,63,6
Master,Married,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,SP,35876.0,Apr,2014,20,Sun,30-39,129,8
Graduation,Married,0,0,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0,CA,23539.0,Feb,2014,28,Fri,60-69,81,7
Master,Single,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,1,0,CA,32557.0,Feb,2014,24,Mon,50-59,80,9
2n Cycle,Married,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP,62466.0,Jan,2014,15,Wed,50-59,889,26
2n Cycle,Married,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP,62466.0,Jan,2014,15,Wed,50-59,889,26
Graduation,Married,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,SP,54198.0,Dec,2013,17,Tue,50-59,235,16
PhD,Married,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,SA,82170.0,Nov,2013,25,Mon,40-49,1908,19
PhD,Single,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,SP,61798.0,Nov,2013,23,Sat,50-59,463,16
Basic,Single,1,0,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0,CA,15253.0,Oct,2013,28,Mon,80-89,29,6
Master,Married,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,GER,78285.0,Oct,2013,28,Mon,30-39,1427,21
Graduation,Single,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,SP,62535.0,Oct,2013,3,Thur,60-69,398,14
Basic,Together,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,1,0,SP,27190.0,Aug,2013,15,Thur,40-49,18,4
2n Cycle,Married,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,SP,48985.0,Jul,2013,5,Fri,50-59,75,6
Graduation,Married,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,SA,72940.0,Jun,2013,19,Wed,50-59,981,13
2n Cycle,Married,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,0,US,36145.0,Jun,2013,16,Sun,30-39,172,12
Graduation,Together,0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,SA,157146.0,Apr,2013,29,Mon,40-49,1730,28
Master,Married,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,SP,81843.0,Apr,2013,22,Mon,60-69,1643,27
Graduation,Together,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,CA,41883.0,Mar,2013,19,Tue,30-39,312,12
PhD,Married,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,IND,45759.0,Feb,2013,23,Sat,50-59,68,7
PhD,Married,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,SP,45759.0,Feb,2013,23,Sat,50-59,68,7
Graduation,Together,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1,0,SP,78394.0,Feb,2013,15,Fri,30-39,1428,16
Graduation,Single,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,SP,30279.0,Dec,2012,30,Sun,30-39,37,5
Graduation,Single,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,SP,30279.0,Dec,2012,30,Sun,30-39,37,5
Graduation,Widow,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,SP,31880.0,Oct,2012,31,Wed,50-59,15,4
Graduation,Widow,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,1,0,SP,60208.0,Oct,2012,7,Sun,40-49,656,29
Graduation,Together,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,0,SP,78687.0,Aug,2012,9,Thur,30-39,2130,19
PhD,Married,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,SP,37401.0,May,2014,6,Tue,40-49,48,7
PhD,Married,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,IND,37401.0,May,2014,6,Tue,40-49,48,7
Graduation,Together,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,SA,75315.0,Apr,2014,15,Tue,60-69,841,23
Graduation,Single,0,1,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,0,CA,69263.0,Mar,2014,5,Wed,50-59,568,18
Graduation,Married,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,1,0,SP,78569.0,Feb,2014,19,Wed,70-79,1736,15
PhD,Married,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,SP,57705.0,Jan,2014,11,Sat,50-59,486,18
2n Cycle,Together,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,SP,74805.0,Nov,2013,6,Wed,60-69,820,26
PhD,Together,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,SP,66426.0,Oct,2013,2,Wed,60-69,1377,20
Master,Widow,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,SP,51529.0,Sep,2013,7,Sat,70-79,467,17
Graduation,Married,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,SP,18100.0,Aug,2013,6,Tue,70-79,14,4
2n Cycle,Divorced,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,US,59601.0,Jul,2013,25,Thur,40-49,797,15
2n Cycle,Together,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,1,0,CA,20981.0,Apr,2013,30,Tue,40-49,73,7
